customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST00481,Female,0,No,Yes,58,No,Yes,Fiber optic,Yes,No,No,No,No internet service,Yes,Two year,Yes,Mailed check,46.78,2728.19,No
CUST00482,Female,0,Yes,Yes,8,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer,41.04,323.37,Yes
CUST00483,Male,1,Yes,No,55,Yes,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,63.36,3505.47,No
CUST00484,Male,0,Yes,Yes,59,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,77.02,4537.3,No
CUST00485,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Bank transfer,53.98,3739.63,No
CUST00486,Female,1,Yes,Yes,24,Yes,Yes,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card,78.01,1873.38,Yes
CUST00487,Male,0,No,Yes,48,Yes,No phone service,No,No internet service,Yes,Yes,No,No,No internet service,One year,No,Mailed check,115.49,5518.01,Yes
CUST00488,Female,1,Yes,No,42,No,No,DSL,Yes,No,Yes,No,No internet service,No,One year,Yes,Mailed check,36.86,1537.67,No
CUST00489,Female,1,Yes,Yes,48,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer,76.31,3647.9,No
CUST00490,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer,86.29,233.41,No
CUST00491,Female,0,Yes,Yes,53,No,No phone service,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,107.96,5694.35,No
CUST00492,Female,0,Yes,No,54,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,41.63,2263.54,No
CUST00493,Female,0,Yes,No,18,No,No phone service,DSL,No internet service,No,No,Yes,Yes,No,One year,Yes,Electronic check,87.75,1561.71,Yes
CUST00494,Male,0,No,Yes,57,Yes,No,No,No,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,39.59,2229.1,No
CUST00495,Male,1,No,Yes,53,No,No phone service,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,106.14,5622.53,No
CUST00496,Male,0,No,Yes,8,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,40.5,342.93,Yes
CUST00497,Female,0,No,No,11,No,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No internet service,One year,Yes,Electronic check,82.95,902.06,No
CUST00498,Female,0,No,No,45,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,79.55,3562.45,Yes
CUST00499,Male,0,No,Yes,19,No,No,No,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,65.48,1241.15,No
CUST00500,Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card,40.27,1111.5,Yes
CUST00501,Male,0,Yes,No,1,No,No,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Bank transfer,63.1,69.32,No
CUST00502,Female,1,No,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,100.24,172.35,No
CUST00503,Male,1,Yes,Yes,37,No,No phone service,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,39.17,1426.36,No
CUST00504,Female,0,No,No,42,Yes,No,No,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Credit card,117.75,4934.7,Yes
CUST00505,Female,0,No,No,27,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,77.44,2112.63,No
CUST00506,Male,0,Yes,Yes,8,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Two year,No,Credit card,72.15,574.38,No
CUST00507,Male,0,No,No,31,Yes,No,No,Yes,No,Yes,Yes,No internet service,No,Two year,No,Bank transfer,95.58,2946.16,No
CUST00508,Female,0,No,No,68,Yes,No,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,27.1,1840.88,No
CUST00509,Male,1,No,Yes,54,No,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,96.05,5214.32,No
CUST00510,Female,0,No,No,12,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Bank transfer,47.2,545.46,No
CUST00511,Male,0,No,Yes,23,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,75.0,1704.15,No
CUST00512,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card,22.7,102.31,Yes
CUST00513,Male,0,No,No,55,No,No phone service,DSL,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer,118.9,6525.25,Yes
CUST00514,Female,1,No,Yes,64,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,37.57,2420.84,No
CUST00515,Female,1,Yes,No,29,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer,93.3,2689.86,No
CUST00516,Female,0,No,No,30,No,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,26.11,766.64,No
CUST00517,Female,0,No,No,12,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,Yes,No,Two year,No,Credit card,37.14,460.36,No
CUST00518,Female,1,No,No,10,No,No,No,No internet service,No internet service,Yes,No,No internet service,No,Two year,No,Mailed check,74.23,772.12,No
CUST00519,Female,0,No,No,2,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,22.29,35.87,No
CUST00520,Female,1,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,One year,Yes,Credit card,67.26,1745.15,Yes
CUST00521,Male,1,Yes,No,35,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,23.32,800.71,No
CUST00522,Male,0,Yes,Yes,9,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,100.33,888.58,No
CUST00523,Female,1,Yes,No,63,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,91.61,5786.94,No
CUST00524,Male,0,Yes,Yes,38,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,90.8,3425.4,No
CUST00525,Male,0,No,No,25,No,No,No,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.49,1878.64,No
CUST00526,Female,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer,46.26,1182.12,No
CUST00527,Male,0,Yes,No,68,No,No phone service,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,No,Credit card,26.5,1807.34,Yes
CUST00528,Female,0,Yes,Yes,20,No,No phone service,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Credit card,36.53,741.16,Yes
CUST00529,Female,1,No,No,19,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,114.63,2196.14,Yes
CUST00530,Female,1,Yes,Yes,11,No,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,65.01,699.08,No
CUST00531,Male,1,No,No,21,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,84.21,1775.39,No
CUST00532,Male,0,No,No,49,No,Yes,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,No,Bank transfer,77.38,3800.3,No
CUST00533,Female,1,No,Yes,36,Yes,Yes,No,No,No,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,77.78,2816.86,No
CUST00534,Male,0,No,Yes,30,No,No,No,No,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Mailed check,26.19,757.13,No
CUST00535,Male,1,No,No,46,Yes,No,No,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,95.45,4382.99,Yes
CUST00536,Male,0,No,Yes,26,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card,44.38,1160.58,No
CUST00537,Female,1,Yes,No,11,Yes,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,101.93,1112.47,No
CUST00538,Male,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,88.32,691.14,Yes
CUST00539,Male,0,Yes,No,53,No,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,80.55,4242.7,Yes
CUST00540,Male,1,No,No,12,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,119.99,1417.7,No
CUST00541,Male,1,Yes,No,52,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Mailed check,117.51,6107.55,Yes
CUST00542,Female,0,Yes,No,9,No,No phone service,DSL,No,Yes,No,No,Yes,No internet service,One year,Yes,Bank transfer,75.27,684.14,Yes
CUST00543,Female,0,No,No,45,No,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Credit card,75.99,3429.42,No
CUST00544,Male,0,Yes,Yes,39,No,No,Fiber optic,No,Yes,No internet service,No,No,No internet service,One year,No,Bank transfer,115.78,4509.07,Yes
CUST00545,Female,0,Yes,No,17,No,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,105.35,1785.51,No
CUST00546,Male,1,Yes,No,13,Yes,No phone service,No,Yes,No,No,No,No internet service,No,One year,No,Credit card,68.15,895.63,No
CUST00547,Male,1,Yes,No,43,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,36.44,1593.87,No
CUST00548,Female,1,No,Yes,3,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,20.8,75.67,No
CUST00549,Female,1,Yes,Yes,52,No,No,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,109.1,5660.63,No
CUST00550,Female,0,No,Yes,48,No,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,53.38,2581.19,No
CUST00551,Female,0,No,Yes,67,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Credit card,116.17,7793.63,No
CUST00552,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card,78.95,1422.04,No
CUST00553,Female,0,Yes,Yes,69,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,61.99,4296.59,No
CUST00554,Female,1,Yes,Yes,45,No,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Bank transfer,69.89,3171.93,No
CUST00555,Female,1,Yes,No,60,No,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,One year,No,Mailed check,113.72,6803.74,No
CUST00556,Female,0,No,Yes,15,No,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,109.51,1642.4,No
CUST00557,Female,1,Yes,Yes,10,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Yes,No,One year,Yes,Bank transfer,108.69,1063.6,No
CUST00558,Female,1,Yes,No,16,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,No internet service,One year,No,Electronic check,37.29,602.86,No
CUST00559,Male,1,Yes,No,26,No,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,No,Bank transfer,67.95,1758.11,Yes
CUST00560,Female,1,No,Yes,43,Yes,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,40.91,1745.36,No
CUST00561,Male,1,No,No,1,No,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,Yes,Credit card,94.25,106.75,No
CUST00562,Female,0,Yes,Yes,10,No,No phone service,No,Yes,No internet service,Yes,Yes,Yes,No,One year,Yes,Electronic check,64.27,648.66,No
CUST00563,Male,0,No,Yes,17,No,Yes,No,No internet service,Yes,No,Yes,Yes,No,One year,No,Bank transfer,67.01,1165.08,No
CUST00564,Female,1,No,Yes,4,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,71.05,309.85,Yes
CUST00565,Female,0,No,No,72,No,No phone service,DSL,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Bank transfer,74.0,5355.38,No
CUST00566,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,114.03,7404.91,Yes
CUST00567,Male,1,No,No,37,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,One year,Yes,Credit card,49.75,1841.4,No
CUST00568,Male,1,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,85.56,846.56,No
CUST00569,Female,1,Yes,No,48,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,97.0,4658.95,No
CUST00570,Female,0,Yes,Yes,59,No,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Electronic check,82.28,4879.62,No
CUST00571,Female,1,No,Yes,11,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,58.69,629.35,No
CUST00572,Female,0,No,Yes,22,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,Yes,Bank transfer,32.28,721.34,No
CUST00573,Female,0,Yes,Yes,40,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,92.11,3695.22,No
CUST00574,Female,0,No,Yes,34,No,No,No,Yes,No internet service,No,No internet service,No,No internet service,Two year,No,Electronic check,45.32,1544.6,Yes
CUST00575,Female,1,No,Yes,11,No,No phone service,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,100.93,1109.96,No
CUST00576,Male,1,No,Yes,44,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,54.5,2386.91,No
CUST00577,Female,0,Yes,No,22,No,No phone service,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,31.63,682.58,No
CUST00578,Female,1,Yes,No,54,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,69.05,3740.65,No
CUST00579,Female,0,No,Yes,38,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Electronic check,93.92,3576.78,Yes
CUST00580,Female,1,No,No,47,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Mailed check,89.97,4198.78,No
CUST00581,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,No,Electronic check,95.62,2376.31,No
CUST00582,Male,0,Yes,No,30,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.55,3293.33,Yes
CUST00583,Male,0,No,No,4,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No,One year,Yes,Electronic check,20.54,101.02,No
CUST00584,Female,1,No,Yes,22,No,No,No,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer,92.1,2038.66,No
CUST00585,Female,0,Yes,Yes,51,Yes,Yes,No,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,39.05,1997.48,No
CUST00586,Female,1,Yes,No,36,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,73.7,2633.64,Yes
CUST00587,Male,1,Yes,Yes,17,No,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Bank transfer,51.04,875.09,No
CUST00588,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,31.13,971.29,No
CUST00589,Female,1,Yes,No,60,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,83.37,5002.22,No
CUST00590,Female,1,No,Yes,70,No,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,No,Credit card,34.42,2437.1,No
CUST00591,Female,1,No,Yes,23,No,No phone service,DSL,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Credit card,80.33,1862.24,Yes
CUST00592,Male,0,No,Yes,17,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,83.04,1381.99,No
CUST00593,Male,0,Yes,Yes,64,No,No,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Two year,No,Bank transfer,91.89,5897.0,Yes
CUST00594,Male,0,No,No,35,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Two year,No,Bank transfer,117.97,4121.01,No
CUST00595,Male,0,Yes,No,10,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card,20.2,183.16,No
CUST00596,Female,0,Yes,No,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,31.93,1146.18,No
CUST00597,Female,1,Yes,No,64,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,22.85,1437.87,No
CUST00598,Male,1,Yes,No,18,No,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No,Two year,Yes,Electronic check,52.58,955.46,Yes
CUST00599,Male,0,No,No,55,Yes,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer,64.46,3523.2,No
CUST00600,Male,1,No,No,67,No,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Two year,No,Credit card,100.19,6741.04,Yes
CUST00601,Female,1,No,No,40,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,No,Electronic check,119.18,4789.11,No
CUST00602,Male,1,Yes,No,45,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,One year,No,Bank transfer,113.62,5104.54,Yes
CUST00603,Female,1,No,Yes,4,No,No,DSL,Yes,No internet service,Yes,No,Yes,No,One year,No,Bank transfer,24.85,94.9,No
CUST00604,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,58.28,790.46,Yes
CUST00605,Female,0,No,No,48,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,78.6,3747.81,No
CUST00606,Male,1,Yes,No,4,No,No phone service,No,Yes,No,No,No,No internet service,Yes,One year,Yes,Credit card,91.9,383.32,No
CUST00607,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,38.8,2251.75,No
CUST00608,Female,1,No,No,37,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,73.51,2720.96,Yes
CUST00609,Female,0,Yes,Yes,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card,92.4,3445.11,Yes
CUST00610,Female,0,Yes,No,28,No,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Bank transfer,98.41,2746.64,No
CUST00611,Female,1,Yes,No,19,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,38.89,717.03,No
CUST00612,Female,1,No,No,7,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.58,629.17,No
CUST00613,Female,0,No,No,64,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,One year,Yes,Electronic check,60.93,3871.02,No
CUST00614,Female,0,No,No,6,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,44.41,291.72,No
CUST00615,Female,0,No,Yes,25,Yes,No,No,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,119.53,2974.09,Yes
CUST00616,Male,0,No,Yes,24,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card,55.23,1337.36,No
CUST00617,Male,1,No,Yes,70,Yes,No phone service,No,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Bank transfer,63.51,4471.83,No
CUST00618,Female,1,Yes,No,72,Yes,No phone service,DSL,No,No internet service,Yes,No,No,No,One year,No,Credit card,48.58,3489.53,Yes
CUST00619,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.02,2942.17,No
CUST00620,Female,1,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,No internet service,No,One year,No,Electronic check,31.11,1117.11,No
CUST00621,Female,0,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,41.33,2565.65,No
CUST00622,Female,1,Yes,Yes,72,No,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,95.75,6873.52,No
CUST00623,Male,1,Yes,Yes,47,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Mailed check,118.69,5604.38,No
CUST00624,Male,1,Yes,No,14,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Mailed check,78.08,1097.3,No
CUST00625,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,39.44,2430.66,No
CUST00626,Male,0,No,Yes,30,Yes,No phone service,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,23.5,683.57,Yes
CUST00627,Male,0,No,No,43,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,Yes,Credit card,47.54,2015.7,No
CUST00628,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Credit card,111.2,2123.61,No
CUST00629,Female,0,No,Yes,52,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,74.91,3924.22,No
CUST00630,Female,0,No,Yes,36,Yes,No,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.16,2648.58,No
CUST00631,Male,1,No,Yes,62,Yes,Yes,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,76.87,4775.73,No
CUST00632,Male,1,No,Yes,25,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,80.83,2023.92,No
CUST00633,Female,0,No,Yes,56,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Credit card,96.28,5416.28,Yes
CUST00634,Female,0,No,No,45,No,No,DSL,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,47.63,2169.72,Yes
CUST00635,Male,1,No,Yes,30,Yes,Yes,No,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,46.01,1385.69,No
CUST00636,Female,0,No,No,72,Yes,No,No,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Credit card,105.23,7549.74,Yes
CUST00637,Male,1,Yes,Yes,47,No,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,One year,No,Electronic check,97.91,4582.23,No
CUST00638,Female,1,Yes,Yes,10,No,No phone service,No,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,50.96,530.98,Yes
CUST00639,Female,1,No,Yes,7,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,84.97,589.37,No
CUST00640,Male,0,Yes,Yes,43,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No,One year,No,Mailed check,108.35,4683.67,No
CUST00641,Female,1,Yes,Yes,16,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,87.65,1392.67,No
CUST00642,Male,0,Yes,No,44,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,One year,Yes,Credit card,98.34,4340.8,No
CUST00643,Female,1,Yes,No,43,No,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,104.16,4466.68,Yes
CUST00644,Male,1,No,Yes,48,No,No phone service,No,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,32.07,1528.39,No
CUST00645,Female,0,Yes,No,63,No,No,Fiber optic,No internet service,Yes,No,No internet service,No internet service,Yes,One year,No,Mailed check,46.25,2905.39,No
CUST00646,Male,0,No,Yes,34,Yes,No,No,No,No,No internet service,Yes,Yes,No internet service,One year,No,Mailed check,105.69,3618.14,No
CUST00647,Female,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,No,Credit card,49.78,2766.65,Yes
CUST00648,Female,1,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,Yes,Electronic check,48.24,528.54,No
CUST00649,Male,0,Yes,No,21,No,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,84.26,1759.93,No
CUST00650,Male,0,No,Yes,61,No,No phone service,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,74.89,4587.95,No
CUST00651,Female,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card,35.32,2540.62,Yes
CUST00652,Female,1,Yes,Yes,1,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,54.08,25.77,No
CUST00653,Female,1,Yes,No,2,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,104.8,201.45,Yes
CUST00654,Female,0,No,Yes,62,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,44.07,2709.82,Yes
CUST00655,Male,0,Yes,No,8,Yes,No phone service,DSL,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,56.52,461.57,Yes
CUST00656,Male,0,Yes,No,14,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Mailed check,68.03,951.89,No
CUST00657,Female,1,Yes,No,19,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,23.16,420.65,No
CUST00658,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.83,2057.52,Yes
CUST00659,Male,0,No,Yes,68,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,64.48,4384.45,Yes
